,Hours,NO1,NO2,NO3,NO4,NO5,NO
6/8/20,13 - 14,3265,3661,2628,1869,1764,13187
6/8/20,14 - 15,3235,3670,2632,1835,1738,13110
6/8/20,15 - 16,3209,3614,2658,1828,1724,13034
6/8/20,16 - 17,3212,3641,2636,1814,1750,13052
6/8/20,17 - 18,3162,3559,2587,1808,1723,12838
6/8/20,18 - 19,3042,3527,2567,1795,1685,12615
6/8/20,19 - 20,2981,3560,2557,1762,1674,12534
6/8/20,20 - 21,2950,3500,2553,1679,1663,12345
6/8/20,21 - 22,2968,3439,2519,1699,1652,12276
6/8/20,22 - 23,2906,3375,2522,1751,1628,12181
6/8/20,23 - 00,2667,3280,2400,1723,1579,11649
7/8/20,00 - 01,2506,3170,2310,1733,1527,11246
7/8/20,01 - 02,2374,3159,2293,1727,1484,11037
7/8/20,02 - 03,2275,3151,2244,1691,1462,10824
7/8/20,03 - 04,2231,3142,2193,1672,1462,10700
7/8/20,04 - 05,2300,3140,2151,1659,1465,10715
7/8/20,05 - 06,2328,3120,2209,1701,1449,10806
7/8/20,06 - 07,2538,3251,2345,1798,1529,11460
7/8/20,07 - 08,2840,3493,2470,1842,1616,12260
7/8/20,08 - 09,3070,3672,2533,1898,1645,12818
7/8/20,09 - 10,3181,3766,2578,1947,1724,13195
7/8/20,10 - 11,3201,3844,2604,1974,1802,13425
7/8/20,11 - 12,3211,3799,2585,1944,1739,13277
7/8/20,12 - 13,3231,3736,2558,1988,1694,13207
7/8/20,13 - 14,3166,3724,2538,1922,1688,13039
7/8/20,14 - 15,3100,3646,2553,1907,1658,12864
7/8/20,15 - 16,3050,3684,2511,1902,1679,12824
7/8/20,16 - 17,3013,3630,2493,1870,1667,12673
7/8/20,17 - 18,2978,3615,2507,1861,1667,12629
7/8/20,18 - 19,2973,3567,2502,1882,1661,12585
7/8/20,19 - 20,2917,3550,2485,1855,1638,12446
7/8/20,20 - 21,2841,3492,2447,1810,1639,12230
7/8/20,21 - 22,2773,3374,2423,1786,1632,11987
7/8/20,22 - 23,2731,3269,2411,1803,1577,11791
7/8/20,23 - 00,2575,3172,2326,1765,1554,11391
8/8/20,00 - 01,2418,3101,2249,1707,1528,11002
8/8/20,01 - 02,2286,3044,2226,1692,1429,10677
8/8/20,02 - 03,2188,2964,2194,1664,1410,10419
8/8/20,03 - 04,2131,2953,2243,1657,1411,10395
8/8/20,04 - 05,2072,2930,2219,1523,1412,10155
8/8/20,05 - 06,2019,2976,2132,1412,1410,9949
8/8/20,06 - 07,2061,2914,2092,1550,1440,10058
8/8/20,07 - 08,2154,3006,2138,1641,1484,10422
8/8/20,08 - 09,2340,3130,2184,1695,1525,10874
8/8/20,09 - 10,2565,3246,2370,1754,1593,11528
8/8/20,10 - 11,2681,3375,2475,1781,1645,11957
8/8/20,11 - 12,2748,3429,2491,1788,1657,12113
8/8/20,12 - 13,2777,3463,2491,1780,1644,12155
8/8/20,13 - 14,2748,3489,2496,1759,1645,12136
8/8/20,14 - 15,2722,3348,2346,1735,1659,11810
8/8/20,15 - 16,2695,3321,2386,1728,1651,11782
8/8/20,16 - 17,2717,3287,2368,1689,1644,11705
8/8/20,17 - 18,2740,3285,2411,1706,1647,11790
8/8/20,18 - 19,2736,3297,2482,1677,1646,11839
8/8/20,19 - 20,2696,3346,2443,1656,1632,11772
8/8/20,20 - 21,2633,3323,2471,1675,1626,11727
8/8/20,21 - 22,2626,3335,2471,1696,1613,11741
8/8/20,22 - 23,2604,3348,2399,1710,1597,11659
8/8/20,23 - 00,2479,3353,2349,1704,1564,11449
9/8/20,00 - 01,2302,3242,2314,1555,1531,10944
9/8/20,01 - 02,2227,3106,2276,1656,1499,10764
9/8/20,02 - 03,2168,3035,2295,1742,1490,10729
9/8/20,03 - 04,2117,3077,2313,1637,1473,10617
9/8/20,04 - 05,2098,3078,2297,1539,1467,10478
9/8/20,05 - 06,2047,3058,2255,1534,1440,10334
9/8/20,06 - 07,2061,2985,2275,1570,1440,10331
9/8/20,07 - 08,2110,3066,2343,1660,1436,10615
9/8/20,08 - 09,2245,3179,2404,1698,1478,11003
9/8/20,09 - 10,2444,3239,2453,1744,1507,11387
9/8/20,10 - 11,2606,3337,2475,1771,1582,11771
9/8/20,11 - 12,2671,3346,2447,1730,1586,11781
9/8/20,12 - 13,2706,3310,2406,1759,1589,11769
9/8/20,13 - 14,2694,3263,2415,1827,1567,11766
9/8/20,14 - 15,2682,3252,2427,1911,1570,11842
9/8/20,15 - 16,2672,3237,2458,1903,1562,11832
9/8/20,16 - 17,2699,3248,2437,1826,1601,11811
9/8/20,17 - 18,2731,3265,2475,1867,1608,11945
9/8/20,18 - 19,2758,3316,2488,1852,1613,12026
9/8/20,19 - 20,2757,3387,2506,1858,1603,12111
9/8/20,20 - 21,2746,3379,2515,1782,1611,12034
9/8/20,21 - 22,2785,3363,2511,1762,1624,12045
9/8/20,22 - 23,2774,3391,2473,1757,1607,12001
9/8/20,23 - 00,2585,3316,2425,1799,1563,11687
10/8/20,00 - 01,2362,3168,2334,1706,1465,11035
10/8/20,01 - 02,2225,3090,2291,1699,1498,10804
10/8/20,02 - 03,2158,3081,2314,1643,1474,10669
10/8/20,03 - 04,2141,3082,2311,1607,1472,10613
10/8/20,04 - 05,2181,3109,2361,1633,1471,10754
10/8/20,05 - 06,2249,3065,2397,1630,1483,10824
10/8/20,06 - 07,2535,3265,2442,1713,1569,11523
10/8/20,07 - 08,2908,3837,2588,1831,1631,12794
10/8/20,08 - 09,3133,3661,2717,1906,1726,13144
10/8/20,09 - 10,3248,3681,2758,1900,1721,13308
10/8/20,10 - 11,3257,3633,2743,1854,1734,13221
10/8/20,11 - 12,3283,3694,2737,1835,1741,13289
10/8/20,12 - 13,3302,3632,2681,1824,1725,13163
10/8/20,13 - 14,3292,3656,2622,1841,1731,13141
10/8/20,14 - 15,3370,3661,2644,1883,1735,13293
10/8/20,15 - 16,3321,3633,2645,1884,1725,13208
10/8/20,16 - 17,3284,3645,2628,1852,1748,13157
10/8/20,17 - 18,3213,3606,2581,1865,1687,12951
10/8/20,18 - 19,3165,3615,2537,1825,1697,12841
10/8/20,19 - 20,3095,3592,2549,1850,1696,12782
10/8/20,20 - 21,3003,3572,2553,1848,1702,12679
10/8/20,21 - 22,3026,3574,2546,1856,1711,12714
10/8/20,22 - 23,2905,3530,2546,1859,1668,12507
10/8/20,23 - 00,2680,3355,2451,1757,1630,11872
11/8/20,00 - 01,2475,3272,2322,1803,1626,11498
11/8/20,01 - 02,2339,3202,2265,1750,1546,11103
11/8/20,02 - 03,2278,3129,2252,1717,1520,10895
11/8/20,03 - 04,2268,3125,2237,1726,1552,10907
11/8/20,04 - 05,2276,3156,2206,1720,1526,10883
11/8/20,05 - 06,2341,3140,2215,1742,1532,10970
11/8/20,06 - 07,2627,3263,2272,1788,1619,11569
11/8/20,07 - 08,3010,3535,2445,1876,1654,12520
11/8/20,08 - 09,3157,3662,2569,1954,1787,13130
11/8/20,09 - 10,3142,3695,2616,1928,1721,13102
11/8/20,10 - 11,3221,3848,2627,1930,1724,13351
11/8/20,11 - 12,3245,3804,2649,1888,1701,13287
11/8/20,12 - 13,3268,3801,2663,1858,1720,13310
11/8/20,13 - 14,3265,3745,2660,1878,1716,13264
11/8/20,14 - 15,3237,3722,2654,1886,1726,13225
11/8/20,15 - 16,3206,3758,2665,1913,1771,13313
11/8/20,16 - 17,3211,3663,2583,1894,1728,13080
11/8/20,17 - 18,3183,3662,2571,1864,1676,12955
11/8/20,18 - 19,3072,3644,2602,1853,1675,12846
11/8/20,19 - 20,3016,3621,2608,1857,1693,12795
11/8/20,20 - 21,2960,3622,2596,1828,1663,12671
11/8/20,21 - 22,2965,3587,2585,1869,1676,12682
11/8/20,22 - 23,2901,3473,2558,1867,1654,12453
11/8/20,23 - 00,2679,3296,2452,1835,1599,11861
12/8/20,00 - 01,2381,3136,2414,1752,1574,11257
12/8/20,01 - 02,2307,3092,2323,1713,1521,10955
12/8/20,02 - 03,2221,2975,2296,1678,1509,10678
12/8/20,03 - 04,2197,2963,2301,1684,1498,10643
12/8/20,04 - 05,2214,3009,2272,1640,1502,10636
12/8/20,05 - 06,2250,3015,2234,1701,1515,10715
12/8/20,06 - 07,2521,3147,2323,1751,1571,11313
12/8/20,07 - 08,2944,3436,2478,1839,1635,12331
12/8/20,08 - 09,3014,3561,2576,1838,1674,12663
12/8/20,09 - 10,3097,3667,2621,1854,1660,12898
12/8/20,10 - 11,3199,3714,2598,1920,1663,13094
12/8/20,11 - 12,3165,3674,2612,1946,1730,13126
12/8/20,12 - 13,3195,3710,2593,1893,1739,13130
12/8/20,13 - 14,3209,3721,2588,1924,1734,13176
12/8/20,14 - 15,3196,3777,2584,1928,1736,13221
12/8/20,15 - 16,3208,3757,2613,1924,1690,13192
12/8/20,16 - 17,3235,3691,2619,1923,1669,13136
12/8/20,17 - 18,3147,3650,2635,1880,1680,12992
12/8/20,18 - 19,3075,3639,2601,1882,1641,12837
12/8/20,19 - 20,3036,3687,2583,1871,1620,12796
12/8/20,20 - 21,3005,3573,2603,1868,1639,12688
12/8/20,21 - 22,2990,3620,2640,1833,1640,12723
12/8/20,22 - 23,2894,3532,2601,1834,1639,12501
12/8/20,23 - 00,2659,3368,2518,1798,1585,11928
13-08-2020,00 - 01,2437,3247,2416,1784,1572,11455
13-08-2020,01 - 02,2277,3183,2385,1749,1506,11100
13-08-2020,02 - 03,2202,3139,2347,1701,1502,10890
13-08-2020,03 - 04,2176,3101,2335,1717,1491,10819
13-08-2020,04 - 05,2206,3120,2339,1711,1496,10872
13-08-2020,05 - 06,2259,3157,2345,1713,1521,10994
13-08-2020,06 - 07,2525,3363,2356,1714,1600,11557
13-08-2020,07 - 08,2921,3668,2418,1782,1652,12441
13-08-2020,08 - 09,3128,3743,2567,1826,1691,12954
13-08-2020,09 - 10,3198,3796,2628,1856,1716,13194
13-08-2020,10 - 11,3231,3759,2668,1868,1732,13257
13-08-2020,11 - 12,3275,3795,2685,1877,1663,13296
13-08-2020,12 - 13,3304,3732,2688,1851,1695,13270
13-08-2020,13 - 14,3303,3746,2710,1856,1808,13423
13-08-2020,14 - 15,3276,3720,2730,1834,1794,13353
13-08-2020,15 - 16,3247,3703,2758,1886,1792,13386
13-08-2020,16 - 17,3257,3676,2749,1909,1786,13377
13-08-2020,17 - 18,3230,3654,2670,1900,1774,13227
13-08-2020,18 - 19,3162,3686,2610,1864,1760,13082
13-08-2020,19 - 20,3113,3622,2590,1860,1768,12953
13-08-2020,20 - 21,3048,3612,2574,1825,1763,12822
13-08-2020,21 - 22,3042,3608,2546,1852,1746,12796
13-08-2020,22 - 23,2907,3588,2314,1849,1738,12395
13-08-2020,23 - 00,2672,3426,2242,1756,1616,11712
14-08-2020,00 - 01,2487,3179,2316,1768,1555,11304
14-08-2020,01 - 02,2298,3117,2296,1694,1496,10900
14-08-2020,02 - 03,2184,3137,2310,1668,1486,10785
14-08-2020,03 - 04,2151,3150,2305,1663,1474,10743
14-08-2020,04 - 05,2165,3180,2318,1654,1483,10799
14-08-2020,05 - 06,2214,3165,2312,1707,1487,10884
14-08-2020,06 - 07,2462,3334,2436,1831,1585,11647
14-08-2020,07 - 08,2824,3629,2652,1887,1647,12638
14-08-2020,08 - 09,3033,3765,2721,1856,1713,13088
14-08-2020,09 - 10,3130,3753,2738,1911,1732,13263
14-08-2020,10 - 11,3162,3792,2749,1916,1743,13362
14-08-2020,11 - 12,3177,3775,2722,1907,1757,13337
14-08-2020,12 - 13,3210,3783,2706,1825,1751,13276
14-08-2020,13 - 14,3230,3781,2747,1784,1783,13325
14-08-2020,14 - 15,3200,3723,2665,1782,1773,13143
14-08-2020,15 - 16,3174,3693,2597,1790,1736,12990
14-08-2020,16 - 17,3153,3614,2556,1774,1724,12820
14-08-2020,17 - 18,3127,3597,2428,1695,1716,12564
14-08-2020,18 - 19,3053,3615,2366,1711,1696,12441
14-08-2020,19 - 20,2950,3561,2367,1702,1674,12255
14-08-2020,20 - 21,2864,3531,2356,1779,1675,12206
14-08-2020,21 - 22,2808,3555,2371,1750,1665,12149
14-08-2020,22 - 23,2725,3459,2440,1711,1656,11990
14-08-2020,23 - 00,2548,3412,2478,1693,1602,11733
15-08-2020,00 - 01,2391,3276,2401,1671,1551,11290
15-08-2020,01 - 02,2237,3221,2319,1660,1507,10944
15-08-2020,02 - 03,2152,3140,2332,1688,1478,10790
15-08-2020,03 - 04,2088,3053,2275,1722,1473,10611
15-08-2020,04 - 05,2093,3128,2235,1751,1471,10677
15-08-2020,05 - 06,2080,3156,2244,1737,1471,10689
15-08-2020,06 - 07,2111,3129,2276,1727,1458,10701
15-08-2020,07 - 08,2211,3179,2259,1738,1508,10895
15-08-2020,08 - 09,2406,3310,2334,1754,1562,11365
15-08-2020,09 - 10,2646,3501,2270,1786,1644,11846
15-08-2020,10 - 11,2783,3529,2565,1800,1657,12333
15-08-2020,11 - 12,2841,3515,2531,1786,1678,12352
15-08-2020,12 - 13,2825,3532,2462,1766,1664,12250
15-08-2020,13 - 14,2796,3478,2464,1803,1671,12212
15-08-2020,14 - 15,2771,3434,2469,1834,1646,12153
15-08-2020,15 - 16,2764,3386,2462,1796,1626,12033
15-08-2020,16 - 17,2777,3412,2440,1707,1603,11939
15-08-2020,17 - 18,2806,3450,2469,1720,1621,12066
15-08-2020,18 - 19,2791,3455,2502,1741,1625,12114
15-08-2020,19 - 20,2780,3467,2458,1793,1618,12115
15-08-2020,20 - 21,2731,3444,2490,1775,1618,12058
15-08-2020,21 - 22,2713,3408,2517,1759,1638,12034
15-08-2020,22 - 23,2639,3363,2462,1826,1632,11922
15-08-2020,23 - 00,2506,3273,2424,1803,1578,11584
16-08-2020,00 - 01,2344,3183,2303,1753,1522,11105
16-08-2020,01 - 02,2213,3125,2188,1617,1501,10644
16-08-2020,02 - 03,2127,3114,2162,1733,1489,10624
16-08-2020,03 - 04,2089,3109,2154,1721,1484,10557
16-08-2020,04 - 05,2066,3079,2169,1695,1481,10489
16-08-2020,05 - 06,2054,3085,2220,1721,1484,10562
16-08-2020,06 - 07,2046,3068,2203,1772,1473,10563
16-08-2020,07 - 08,2125,3126,2252,1798,1493,10793
16-08-2020,08 - 09,2273,3179,2335,1811,1536,11135
16-08-2020,09 - 10,2473,3294,2403,1832,1594,11596
16-08-2020,10 - 11,2631,3379,2442,1848,1614,11914
16-08-2020,11 - 12,2711,3413,2417,1823,1615,11978
16-08-2020,12 - 13,2715,3411,2417,1843,1591,11977
16-08-2020,13 - 14,2698,3379,2373,1897,1579,11926
16-08-2020,14 - 15,2686,3360,2377,1919,1579,11921
16-08-2020,15 - 16,2678,3338,2362,1973,1583,11933
16-08-2020,16 - 17,2717,3370,2385,1992,1601,12066
16-08-2020,17 - 18,2767,3409,2372,1975,1618,12140
16-08-2020,18 - 19,2818,3452,2392,2001,1623,12286
16-08-2020,19 - 20,2864,3497,2427,2009,1641,12437
16-08-2020,20 - 21,2895,3502,2451,1995,1655,12498
16-08-2020,21 - 22,2933,3515,2427,2006,1665,12545
16-08-2020,22 - 23,2839,3460,2384,1981,1640,12303
16-08-2020,23 - 00,2646,3334,2329,1944,1586,11839
17-08-2020,00 - 01,2429,3174,2213,1844,1533,11194
17-08-2020,01 - 02,2278,3079,2187,1801,1498,10843
17-08-2020,02 - 03,2159,3028,2194,1842,1476,10699
17-08-2020,03 - 04,2118,3011,2250,1833,1481,10694
17-08-2020,04 - 05,2149,3021,2251,1822,1467,10710
17-08-2020,05 - 06,2236,3072,2299,1839,1542,10988
17-08-2020,06 - 07,2558,3305,2411,1897,1650,11821
17-08-2020,07 - 08,3009,3634,2615,2016,1724,12998
17-08-2020,08 - 09,3180,3675,2691,2076,1919,13541
17-08-2020,09 - 10,3268,3633,2739,2077,1771,13489
17-08-2020,10 - 11,3272,3677,2731,2055,1768,13504
17-08-2020,11 - 12,3269,3656,2665,2039,1751,13379
17-08-2020,12 - 13,3278,3617,2625,2034,1750,13304
17-08-2020,13 - 14,3285,3613,2636,2054,1725,13312
17-08-2020,14 - 15,3322,3636,2673,2078,1711,13420
17-08-2020,15 - 16,3285,3660,2697,2046,1716,13404
17-08-2020,16 - 17,3305,3657,2688,2034,1706,13389
17-08-2020,17 - 18,3257,3568,2600,1987,1690,13101
17-08-2020,18 - 19,3147,3563,2587,1988,1683,12968
17-08-2020,19 - 20,3100,3636,2589,1976,1694,12995
17-08-2020,20 - 21,3062,3640,2501,1970,1711,12884
17-08-2020,21 - 22,3077,3616,2524,1970,1671,12858
17-08-2020,22 - 23,2938,3472,2558,1967,1668,12603
17-08-2020,23 - 00,2672,3319,2384,1906,1615,11897
18-08-2020,00 - 01,2391,3160,2289,1796,1566,11203
18-08-2020,01 - 02,2231,3041,2262,1794,1491,10820
18-08-2020,02 - 03,2151,3026,2219,1772,1482,10650
18-08-2020,03 - 04,2088,2996,2197,1860,1474,10614
18-08-2020,04 - 05,2071,2992,2206,1823,1488,10579
18-08-2020,05 - 06,2117,3034,2250,1864,1509,10773
18-08-2020,06 - 07,2400,3241,2338,1923,1563,11464
18-08-2020,07 - 08,2859,3509,2561,2100,1662,12690
18-08-2020,08 - 09,3022,3710,2616,2118,1695,13161
18-08-2020,09 - 10,3047,3736,2596,2078,1711,13167
18-08-2020,10 - 11,3075,3686,2577,2049,1636,13023
18-08-2020,11 - 12,3083,3618,2571,2047,1808,13127
18-08-2020,12 - 13,3110,3641,2553,2042,1745,13090
18-08-2020,13 - 14,3123,3725,2549,2080,1737,13214
18-08-2020,14 - 15,3112,3556,2543,2044,1723,12977
18-08-2020,15 - 16,3109,3580,2525,2002,1741,12958
18-08-2020,16 - 17,3104,3548,2503,2007,1742,12904
18-08-2020,17 - 18,3067,3602,2470,2033,1718,12891
18-08-2020,18 - 19,3000,3601,2447,1902,1736,12686
18-08-2020,19 - 20,2969,3532,2456,1913,1752,12622
18-08-2020,20 - 21,2947,3581,2439,1916,1735,12617
18-08-2020,21 - 22,2995,3568,2448,1912,1741,12664
18-08-2020,22 - 23,2841,3448,2416,1895,1731,12331
18-08-2020,23 - 00,2568,3269,2301,1816,1608,11562
19-08-2020,00 - 01,2385,3098,2159,1815,1568,11026
19-08-2020,01 - 02,2241,3048,2118,1842,1532,10780
19-08-2020,02 - 03,2164,2996,2147,1819,1503,10630
19-08-2020,03 - 04,2148,2990,2165,1802,1497,10602
19-08-2020,04 - 05,2161,3012,2141,1791,1493,10597
19-08-2020,05 - 06,2264,3059,2170,1801,1520,10813
19-08-2020,06 - 07,2571,3249,2296,1869,1624,11608
19-08-2020,07 - 08,3032,3540,2481,1953,1739,12745
19-08-2020,08 - 09,3146,3626,2498,1960,1802,13032
19-08-2020,09 - 10,3171,3721,2537,1966,1789,13183
19-08-2020,10 - 11,3251,3703,2531,1972,1804,13261
19-08-2020,11 - 12,3309,3675,2516,1988,1797,13284
19-08-2020,12 - 13,3338,3644,2492,1914,1801,13189
19-08-2020,13 - 14,3364,3678,2494,1933,1729,13197
19-08-2020,14 - 15,3311,3669,2517,1952,1700,13149
19-08-2020,15 - 16,3263,3635,2521,1948,1732,13097
19-08-2020,16 - 17,3265,3610,2517,1962,1773,13127
19-08-2020,17 - 18,3214,3588,2449,1937,1754,12942
19-08-2020,18 - 19,3136,3541,2407,1972,1746,12802
19-08-2020,19 - 20,3120,3494,2002,1968,1721,12304
19-08-2020,20 - 21,3048,3666,2389,1936,1694,12733
19-08-2020,21 - 22,3096,3572,2404,1995,1731,12797
19-08-2020,22 - 23,2930,3451,2357,1974,1706,12418
19-08-2020,23 - 00,2643,3326,2245,1929,1615,11758
20-08-2020,00 - 01,2400,3270,2186,1848,1616,11320
20-08-2020,01 - 02,2273,3170,2142,1782,1559,10926
20-08-2020,02 - 03,2197,3096,2109,1790,1540,10732
20-08-2020,03 - 04,2166,3061,2096,1807,1518,10648
20-08-2020,04 - 05,2160,3073,2106,1784,1511,10633
20-08-2020,05 - 06,2252,3102,2131,1819,1523,10827
20-08-2020,06 - 07,2571,3201,2238,1884,1604,11497
20-08-2020,07 - 08,3023,3505,2438,1986,1667,12619
20-08-2020,08 - 09,3213,3628,2520,2039,1725,13125
20-08-2020,09 - 10,3251,3538,2521,2036,1734,13079
20-08-2020,10 - 11,3277,3642,2560,2061,1750,13290
20-08-2020,11 - 12,3273,3690,2531,2020,1792,13305
20-08-2020,12 - 13,3219,3759,2467,2005,1708,13158
20-08-2020,13 - 14,3226,3742,2493,2000,1751,13211
20-08-2020,14 - 15,3236,3685,2525,2006,1731,13183
20-08-2020,15 - 16,3295,3718,2532,2012,1786,13342
20-08-2020,16 - 17,3317,3729,2521,2008,1786,13362
20-08-2020,17 - 18,3288,3784,2507,1979,1825,13382
20-08-2020,18 - 19,3222,3817,2452,1941,1814,13246
20-08-2020,19 - 20,3151,3704,2433,1960,1806,13054
20-08-2020,20 - 21,3138,3562,2436,1977,1869,12982
20-08-2020,21 - 22,3099,3577,2444,1984,1787,12891
20-08-2020,22 - 23,2897,3526,2366,1972,1694,12455
20-08-2020,23 - 00,2648,3344,2230,1905,1620,11747
21-08-2020,00 - 01,2420,3098,2192,1835,1558,11103
21-08-2020,01 - 02,2282,2996,2100,1800,1529,10706
21-08-2020,02 - 03,2214,3019,2022,1788,1519,10561
21-08-2020,03 - 04,2182,3090,2011,1779,1511,10573
21-08-2020,04 - 05,2175,3088,2057,1783,1515,10619
21-08-2020,05 - 06,2266,3102,2103,1792,1520,10783
21-08-2020,06 - 07,2566,3144,2267,1852,1588,11417
21-08-2020,07 - 08,3020,3401,2490,1961,1673,12545
21-08-2020,08 - 09,3160,3625,2581,1924,1724,13013
21-08-2020,09 - 10,3223,3656,2537,1924,1603,12943
21-08-2020,10 - 11,3244,3761,2546,1917,1701,13169
21-08-2020,11 - 12,3272,3755,2521,1872,1701,13121
21-08-2020,12 - 13,3262,3794,2478,1895,1675,13104
21-08-2020,13 - 14,3243,3737,2456,1853,1709,12998
21-08-2020,14 - 15,3239,3682,2383,1844,1705,12852
21-08-2020,15 - 16,3220,3640,2275,1829,1699,12664
21-08-2020,16 - 17,3222,3594,2309,1823,1698,12647
21-08-2020,17 - 18,3216,3628,2409,1766,1712,12731
21-08-2020,18 - 19,3164,3567,2388,1778,1708,12605
21-08-2020,19 - 20,3087,3535,2423,1735,1704,12483
21-08-2020,20 - 21,2989,3469,2399,1726,1697,12279
21-08-2020,21 - 22,2932,3445,2339,1695,1669,12080
21-08-2020,22 - 23,2773,3344,2286,1700,1648,11751
21-08-2020,23 - 00,2583,3198,2218,1654,1586,11239
22-08-2020,00 - 01,2416,3202,2094,1615,1535,10861
22-08-2020,01 - 02,2275,3146,2080,1592,1516,10609
22-08-2020,02 - 03,2174,3100,2080,1601,1500,10455
22-08-2020,03 - 04,2134,3132,1880,1577,1478,10200
22-08-2020,04 - 05,2134,3100,1751,1541,1466,9992
22-08-2020,05 - 06,2135,3046,1822,1519,1497,10019
22-08-2020,06 - 07,2127,3031,1896,1539,1491,10084
22-08-2020,07 - 08,2251,3128,2004,1603,1482,10468
22-08-2020,08 - 09,2474,3274,2204,1634,1527,11113
22-08-2020,09 - 10,2733,3361,2310,1675,1578,11657
22-08-2020,10 - 11,2902,3408,2279,1699,1667,11955
22-08-2020,11 - 12,2924,3388,2281,1719,1754,12066
22-08-2020,12 - 13,2892,3347,2376,1660,1647,11923
22-08-2020,13 - 14,2850,3378,2374,1656,1649,11908
22-08-2020,14 - 15,2833,3430,2381,1727,1727,12097
22-08-2020,15 - 16,2810,3309,2404,1785,1655,11963
22-08-2020,16 - 17,2884,3186,2403,1767,1640,11880
22-08-2020,17 - 18,2897,3289,2392,1735,1721,12034
22-08-2020,18 - 19,2906,3361,2377,1739,1694,12077
22-08-2020,19 - 20,2846,3337,2348,1759,1660,11949
22-08-2020,20 - 21,2789,3225,2298,1732,1636,11680
22-08-2020,21 - 22,2753,3196,2290,1723,1653,11615
22-08-2020,22 - 23,2635,3117,2258,1700,1660,11371
22-08-2020,23 - 00,2488,3000,2249,1639,1591,10968
23-08-2020,00 - 01,2371,2869,2167,1580,1560,10547
23-08-2020,01 - 02,2238,2878,2128,1616,1519,10379
23-08-2020,02 - 03,2168,2899,2021,1566,1523,10177
23-08-2020,03 - 04,2132,2977,1985,1552,1531,10176
23-08-2020,04 - 05,2129,2961,2029,1518,1530,10166
23-08-2020,05 - 06,2109,2995,2102,1502,1518,10225
23-08-2020,06 - 07,2094,2940,2107,1546,1511,10198
23-08-2020,07 - 08,2181,2999,2162,1562,1540,10444
23-08-2020,08 - 09,2343,3088,2204,1602,1573,10810
23-08-2020,09 - 10,2529,3192,2352,1686,1619,11378
23-08-2020,10 - 11,2686,3113,2325,1698,1673,11495
23-08-2020,11 - 12,2723,3167,2324,1712,1664,11589
23-08-2020,12 - 13,2735,3063,2359,1692,1666,11514
23-08-2020,13 - 14,2705,3092,2299,1692,1668,11456
23-08-2020,14 - 15,2716,3156,2353,1704,1670,11598
23-08-2020,15 - 16,2761,3182,2309,1695,1700,11647
23-08-2020,16 - 17,2805,3182,2225,1682,1698,11592
23-08-2020,17 - 18,2829,3191,2290,1701,1711,11722
23-08-2020,18 - 19,2846,3219,2291,1691,1630,11677
23-08-2020,19 - 20,2818,3141,2277,1742,1703,11682
